name,response
Windows Security Support Provider Reg Query,"SEARCH endpoint process and registry-access telemetry from sources [Sysmon Event ID 1, Windows Security 4688, EDR process telemetry] selecting fields: timestamp, host/device, action, vendor_product, user, user_id, original_file_name, process_name, process_path, process_exec, process_id, process_guid, process_hash, process_integrity_level, process_command_line, parent_process_name, parent_process_path, parent_process_exec, parent_process_id, parent_process_guid, parent_process (full command)
| FILTER events where action indicates a process performing a registry read/query or registry access
| FILTER events where process_command_line contains the substring ""query"" (case-insensitive)
| FILTER events where process_command_line contains the registry path substring ""SYSTEM\CurrentControlSet\Control\LSA"" (case-insensitive)
| FILTER events where process_command_line contains either ""RunAsPPL"" or ""LsaCfgFlags""
| GROUP BY action, host/device, vendor_product, user, user_id, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_command_line, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path
| DERIVE first_time = earliest(timestamp) per group
| DERIVE last_time = latest(timestamp) per group
| DERIVE event_count = count(events) per group
| DERIVE first_time_readable and last_time_readable as human-readable representations of first_time and last_time
| OUTPUT all grouped fields with event_count, first_time, last_time, first_time_readable, last_time_readable"
Linux Possible Access To Sudoers File,
Time Provider Persistence Registry,"SEARCH registry activity telemetry events | FILTER events where registry.path contains ""\CurrentControlSet\Services\W32Time\TimeProviders"" | GROUP BY action, host, process.guid, process.id, registry.hive, registry.path, registry.key_name, registry.value_name, registry.value_type, registry.value_data, status, user, product | DERIVE event_count = count(), first_time = earliest(event_time), last_time = latest(event_time) | DERIVE first_time_readable = to_readable_time(first_time), last_time_readable = to_readable_time(last_time) | APPLY allowlist to exclude known benign hosts, processes, or registry values if available | OUTPUT host, action, process.guid, process.id, registry.hive, registry.path, registry.key_name, registry.value_name, registry.value_type, registry.value_data, status, user, product, event_count, first_time_readable, last_time_readable"
Attacker Tools On Endpoint,
System Processes Run From Unexpected Locations,"SEARCH endpoint process creation events on Windows hosts from EDR, Sysmon (Event ID 1), and Security (4688) over the desired time range
| PARSE each event to extract: timestamp, host, user, user_id, vendor_product, action (process start), process_guid, process_id, process_name, original_file_name (if available), process_path (full path to executable), process_command_line, process_hash, process_integrity_level, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, parent_process_command_line
| DERIVE executable_filename = file name component of process_path (fallback to process_name if path missing)
| DERIVE candidate_system_name = original_file_name if present else executable_filename
| DERIVE is_windows_system_binary = candidate_system_name is a member of the maintained set of Windows system binary names (for example core OS executables)
| FILTER action indicates process creation/start AND operating system is Windows
| FILTER is_windows_system_binary = true
| FILTER process_path does NOT start with any of the expected Windows system directories:
  - ""C:\$WINDOWS.~BT\""
  - ""C:\$WinREAgent\""
  - ""C:\Windows\SoftwareDistribution\""
  - ""C:\Windows\System32\""
  - ""C:\Windows\SystemTemp\""
  - ""C:\Windows\Sys"
Interactive Session on Remote Endpoint with PowerShell,"SEARCH PowerShell Script Block Logging events
| FILTER records where event_code equals 4104
| FILTER records where ScriptBlockText contains ""Enter-PSSession"" AND ScriptBlockText contains ""-ComputerName"" (case-insensitive substring match)
| FILL missing values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with null
| GROUP records BY [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText]
| COMPUTE count = number of records per group, firstTime = earliest timestamp per group, lastTime = latest timestamp per group
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY optional allowlist/suppression rules to remove known benign activity
| OUTPUT [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime]"
Linux Auditd Edit Cron Table Parameter,"SEARCH Linux Auditd Syscall events
| FILTER where record_type equals ""SYSCALL""
| FILTER where syscall is one of [""rename"", ""execve""]
| FILTER where (process_name equals ""crontab"" OR executable_path ends with ""/crontab"")
| FILTER where operation_outcome indicates success
| FILTER where user_identity is not ""daemon""
| RENAME field ""host"" to ""dest""
| GROUP BY process_name, executable_path, syscall, user_identity, parent_process_id, process_id, dest; COMPUTE event_count, firstTime = earliest event_time, lastTime = latest event_time
| DERIVE firstTimeReadable by converting firstTime to human-readable timestamp
| DERIVE lastTimeReadable by converting lastTime to human-readable timestamp
| APPLY optional environment allowlist to exclude known benign crontab activity per organizational policy
| OUTPUT dest, process_name, executable_path, syscall, user_identity, parent_process_id, process_id, event_count, firstTime, lastTime, firstTimeReadable, lastTimeReadable"
Windows Security And Backup Services Stop,"SEARCH Windows System event logs
| FILTER event_code equals 7036
| DERIVE display_name = param1, service_state = param2, host = computer_name_or_destination_field, service_name = internal_service_name_field_if_present
| FILTER service_state equals ""stopped""
|"
USN Journal Deletion,
Windows Protocol Tunneling with Plink,
Execute Javascript With Jscript COM CLSID,
Windows SQL Spawning CertUtil,"SEARCH process creation/execution events from endpoint and OS logs (e.g., EDR telemetry, Sysmon Event ID 1, Windows Security 4688) within the selected time range
| PARSE fields: event_time, device_hostname, action, vendor_product, user, user_id, process_name, process_path, process_command_line, process_original_file_name, process_executable, process_hash, process_integrity_level, process_id, process_guid, parent_process_name, parent_process_path, parent_process_command_line, parent_process_executable, parent_process_id, parent_process_guid
| FILTER events where parent_process_name is any of: ""sqlservr.exe"", ""sqlagent.exe"", ""sqlps.exe"", ""launchpad.exe"", ""sqldumper.exe"" (case-insensitive exact match)
| FILTER events where the spawned process is CertUtil by either: process_name equals ""certutil.exe"" OR process_original_file_name equals ""certutil.exe"" OR process_command_line contains ""certutil"" (case-insensitive)
| FILTER events where process_command_line contains ""urlcache"" OR contains ""verifyctl"" (case-insensitive)
| GROUP BY action, device_hostname, vendor_product, user, user_id, process_name, process_path, process_executable, process_command_line, process_original_file_name, process_hash, process_integrity_level, process_id, process_guid, parent_process_name, parent_process_path, parent_process_executable, parent_process_command_line, parent_process_id, parent_process_guid
| COMPUTE"
